14:34:02.750138 IP 192.168.56.1.netbios-ns > 192.168.56.255.netbios-ns: NBT UDP PACKET(137): QUERY; REQUEST; BROADCAST
14:34:12.533109 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 648753, win 28360, length 0
14:34:12.533225 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 651673, win 25440, length 0
14:34:12.533417 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 654593, win 22520, length 0
14:34:12.533548 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 657513, win 19600, length 0
14:34:12.533666 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 660433, win 16680, length 0
14:34:12.533806 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 663353, win 13760, length 0
14:34:12.533927 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 666273, win 10840, length 0
14:34:12.534039 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 669193, win 7920, length 0
14:34:12.534150 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 672113, win 5000, length 0
14:34:12.534265 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 675033, win 2080, length 0
14:34:12.534406 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 677112, win 1, length 0
14:34:12.535449 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 677113, win 64240, length 0
14:34:12.535866 IP 204.79.197.200.http > 192.168.48.128.1087: Flags [P.], seq 677113:693944, ack 1950, win 64240, length 16831
14:34:12.536390 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 680033, win 61320, length 0
14:34:12.536571 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 682953, win 58400, length 0
14:34:12.536773 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 685873, win 55480, length 0
14:34:12.537508 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 688793, win 52560, length 0
14:34:12.537692 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 691713, win 49640, length 0
14:34:12.537855 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 693944, win 47409, length 0
14:34:12.539607 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 693944, win 64240, length 0
14:34:12.842599 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [P.], seq 1239:1818, ack 348033, win 62999, length 579
14:34:12.843473 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [.], ack 1818, win 64240, length 0
14:34:12.845844 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [P.], seq 1950:2529, ack 693944, win 64240, length 579
14:34:12.846219 IP 204.79.197.200.http > 192.168.48.128.1087: Flags [.], ack 2529, win 64240, length 0
14:34:12.876985 IP 204.79.197.200.http > 192.168.48.128.1087: Flags [P.], seq 693944:698411, ack 2529, win 64240, length 4467
14:34:12.877483 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 696864, win 64240, length 0
14:34:12.877878 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 698411, win 64240, length 0
14:34:12.885060 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 348033:352500, ack 1818, win 64240, length 4467
14:34:12.885407 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 350953, win 64240, length 0
14:34:12.885636 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 352500, win 64240, length 0
14:34:12.999180 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [R], seq 3168689665, win 0, length 0
14:34:13.000771 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [R], seq 3168754173, win 0, length 0
14:34:13.021790 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [S], seq 3169169243, win 64240, options [mss 1460,nop,nop,sackOK], length 0
14:34:13.023989 IP 192.168.48.128.1089 > 204.79.197.200.http: Flags [S], seq 3169214364, win 64240, options [mss 1460,nop,nop,sackOK], length 0
14:34:13.027852 IP 192.168.48.128.1090 > 204.79.197.200.http: Flags [S], seq 3169254827, win 64240, options [mss 1460,nop,nop,sackOK], length 0
14:34:13.047413 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [S.], seq 2029088030, ack 3169169244, win 64240, options [mss 1460], length 0
14:34:13.047682 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 1, win 64240, length 0
14:34:13.048119 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [P.], seq 1:621, ack 1, win 64240, length 620
14:34:13.048669 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [.], ack 621, win 64240, length 0
14:34:13.051246 IP 204.79.197.200.http > 192.168.48.128.1089: Flags [S.], seq 1267677890, ack 3169214365, win 64240, options [mss 1460], length 0
14:34:13.051727 IP 192.168.48.128.1089 > 204.79.197.200.http: Flags [R], seq 3169214365, win 0, length 0
14:34:13.054156 IP 204.79.197.200.http > 192.168.48.128.1090: Flags [S.], seq 1531201123, ack 3169254828, win 64240, options [mss 1460], length 0
14:34:13.054816 IP 192.168.48.128.1090 > 204.79.197.200.http: Flags [.], ack 1, win 64240, length 0
14:34:13.055984 IP 192.168.48.128.1090 > 204.79.197.200.http: Flags [P.], seq 1:580, ack 1, win 64240, length 579
14:34:13.056823 IP 204.79.197.200.http > 192.168.48.128.1090: Flags [.], ack 580, win 64240, length 0
14:34:13.074465 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 1:4381, ack 621, win 64240, length 4380
14:34:13.075047 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 2921, win 64240, length 0
14:34:13.078969 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 4381:23361, ack 621, win 64240, length 18980
14:34:13.079393 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 5841, win 64240, length 0
14:34:13.079471 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 8761, win 64240, length 0
14:34:13.079514 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 11681, win 64240, length 0
14:34:13.079603 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 14601, win 62780, length 0
14:34:13.079688 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 17521, win 59860, length 0
14:34:13.079782 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 20441, win 56940, length 0
14:34:13.079869 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 23361, win 54020, length 0
14:34:13.080321 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 23361, win 57780, length 0
14:34:13.080400 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 23361, win 64240, length 0
14:34:13.083926 IP 204.79.197.200.http > 192.168.48.128.1090: Flags [P.], seq 1:4468, ack 580, win 64240, length 4467
14:34:13.084230 IP 192.168.48.128.1090 > 204.79.197.200.http: Flags [.], ack 2921, win 64240, length 0
14:34:13.084316 IP 192.168.48.128.1090 > 204.79.197.200.http: Flags [.], ack 4468, win 64240, length 0
14:34:13.085206 IP 192.168.48.128.1090 > 204.79.197.200.http: Flags [P.], seq 580:1159, ack 4468, win 64240, length 579
14:34:13.085827 IP 204.79.197.200.http > 192.168.48.128.1090: Flags [.], ack 1159, win 64240, length 0
14:34:13.101355 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 23361:30661, ack 621, win 64240, length 7300
14:34:13.102205 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 30661:32121, ack 621, win 64240, length 1460
14:34:13.102295 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 26281, win 64240, length 0
14:34:13.103942 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 32121:33581, ack 621, win 64240, length 1460
14:34:13.104031 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 29201, win 64240, length 0
14:34:13.104081 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 32121, win 64240, length 0
14:34:13.105730 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 33581:49641, ack 621, win 64240, length 16060
14:34:13.107016 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 35041, win 64240, length 0
14:34:13.107096 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 37961, win 64240, length 0
14:34:13.107123 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 40881, win 64240, length 0
14:34:13.107150 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 43801, win 62780, length 0
14:34:13.107176 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 46721, win 59860, length 0
14:34:13.107201 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 49641, win 56940, length 0
14:34:13.107571 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 49641:58401, ack 621, win 64240, length 8760
14:34:13.107716 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 49641, win 64240, length 0
14:34:13.108380 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 58401, win 55480, length 0
14:34:13.108455 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 58401, win 64240, length 0
14:34:13.112339 IP 204.79.197.200.http > 192.168.48.128.1090: Flags [P.], seq 4468:8935, ack 1159, win 64240, length 4467
14:34:13.113405 IP 192.168.48.128.1090 > 204.79.197.200.http: Flags [.], ack 7388, win 64240, length 0
14:34:13.113492 IP 192.168.48.128.1090 > 204.79.197.200.http: Flags [.], ack 8935, win 64240, length 0
14:34:13.114266 IP 192.168.48.128.1090 > 204.79.197.200.http: Flags [P.], seq 1159:1765, ack 8935, win 64240, length 606
14:34:13.114657 IP 204.79.197.200.http > 192.168.48.128.1090: Flags [.], ack 1765, win 64240, length 0
14:34:13.127880 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 58401:67161, ack 621, win 64240, length 8760
14:34:13.128402 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 61321, win 64240, length 0
14:34:13.129379 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 64241, win 64240, length 0
14:34:13.129552 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 67161, win 64240, length 0
14:34:13.130915 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 67161:74461, ack 621, win 64240, length 7300
14:34:13.131426 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 74461:77381, ack 621, win 64240, length 2920
14:34:13.131829 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 70081, win 64240, length 0
14:34:13.132283 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 73001, win 64240, length 0
14:34:13.133500 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 77381:91981, ack 621, win 64240, length 14600
14:34:13.133672 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 75921, win 64240, length 0
14:34:13.133939 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [.], seq 91981:93441, ack 621, win 64240, length 1460
14:34:13.134077 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 93441:96361, ack 621, win 64240, length 2920
14:34:13.134311 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 78841, win 61320, length 0
14:34:13.134615 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 81761, win 58400, length 0
14:34:13.134700 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 84681, win 55480, length 0
14:34:13.134910 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 87601, win 52560, length 0
14:34:13.135150 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 90521, win 49640, length 0
14:34:13.135285 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 93441, win 46720, length 0
14:34:13.135450 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 96361, win 43800, length 0
14:34:13.135793 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 96361, win 64240, length 0
14:34:13.137621 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 96361:113881, ack 621, win 64240, length 17520
14:34:13.138203 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 113881:115341, ack 621, win 64240, length 1460
14:34:13.138612 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 99281, win 64240, length 0
14:34:13.138674 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 102201, win 64240, length 0
14:34:13.138806 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 105121, win 64240, length 0
14:34:13.139150 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 108041, win 61320, length 0
14:34:13.139209 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 110961, win 58400, length 0
14:34:13.139319 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 113881, win 55480, length 0
14:34:13.140781 IP 204.79.197.200.http > 192.168.48.128.1090: Flags [P.], seq 8935:13234, ack 1765, win 64240, length 4299
14:34:13.141140 IP 192.168.48.128.1090 > 204.79.197.200.http: Flags [.], ack 11855, win 64240, length 0
14:34:13.155400 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 115341:119721, ack 621, win 64240, length 4380
14:34:13.157514 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 119721:129941, ack 621, win 64240, length 10220
14:34:13.158650 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 116801, win 52560, length 0
14:34:13.159133 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 119721, win 49640, length 0
14:34:13.159242 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 122641, win 46720, length 0
14:34:13.159276 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 125561, win 43800, length 0
14:34:13.160180 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 129941:143081, ack 621, win 64240, length 13140
14:34:13.160326 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 143081:144541, ack 621, win 64240, length 1460
14:34:13.160391 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 128481, win 40880, length 0
14:34:13.160660 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 131401, win 37960, length 0
14:34:13.161003 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 134321, win 35040, length 0
14:34:13.161310 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 137241, win 32120, length 0
14:34:13.161491 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 140161, win 29200, length 0
14:34:13.161697 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 143081, win 26280, length 0
14:34:13.163000 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 144541:162061, ack 621, win 64240, length 17520
14:34:13.163889 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 146001, win 23360, length 0
14:34:13.163961 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 148921, win 20440, length 0
14:34:13.163989 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 151841, win 17520, length 0
14:34:13.164016 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 154761, win 14600, length 0
14:34:13.164482 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 157681, win 11680, length 0
14:34:13.164567 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 160601, win 8760, length 0
14:34:13.165525 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 162061:169361, ack 621, win 64240, length 7300
14:34:13.166643 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 163521, win 5840, length 0
14:34:13.166973 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 166441, win 2920, length 0
14:34:13.167232 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 169361, win 0, length 0
14:34:13.167470 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [.], seq 169361:169362, ack 621, win 64240, length 1
14:34:13.167809 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 169361, win 0, length 0
14:34:13.174667 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 169361, win 3760, length 0
14:34:13.175060 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 169361:173121, ack 621, win 64240, length 3760
14:34:13.175198 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 169361, win 64240, length 0
14:34:13.175446 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 173121:179581, ack 621, win 64240, length 6460
14:34:13.175571 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 173121, win 60480, length 0
14:34:13.175848 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 179581, win 54020, length 0
14:34:13.176863 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 179581, win 57780, length 0
14:34:13.177239 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 179581, win 64240, length 0
14:34:13.181290 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 179581:181041, ack 621, win 64240, length 1460
14:34:13.181846 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 181041:185421, ack 621, win 64240, length 4380
14:34:13.184320 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 185421:188341, ack 621, win 64240, length 2920
14:34:13.185241 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 182501, win 64240, length 0
14:34:13.185341 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 185421, win 64240, length 0
14:34:13.185404 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 188341, win 64240, length 0
14:34:13.186096 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 188341:195641, ack 621, win 64240, length 7300
14:34:13.187506 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 191261, win 61320, length 0
14:34:13.188664 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 195641:208781, ack 621, win 64240, length 13140
14:34:13.188813 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 194181, win 58400, length 0
14:34:13.189174 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 197101, win 55480, length 0
14:34:13.189570 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 200021, win 52560, length 0
14:34:13.189632 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 202941, win 49640, length 0
14:34:13.189765 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 205861, win 46720, length 0
14:34:13.189929 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 208781, win 43800, length 0
14:34:13.190514 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 208781:217541, ack 621, win 64240, length 8760
14:34:13.192695 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 217541:233601, ack 621, win 64240, length 16060
14:34:13.193646 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 233601:235061, ack 621, win 64240, length 1460
14:34:13.194392 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 211701, win 40880, length 0
14:34:13.195202 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 214621, win 37960, length 0
14:34:13.195232 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 217541, win 35040, length 0
14:34:13.195259 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 220461, win 32120, length 0
14:34:13.195286 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 223381, win 29200, length 0
14:34:13.195312 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 226301, win 26280, length 0
14:34:13.195398 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 235061:251121, ack 621, win 64240, length 16060
14:34:13.196363 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 251121:252581, ack 621, win 64240, length 1460
14:34:13.196454 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 229221, win 23360, length 0
14:34:13.196811 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 232141, win 20440, length 0
14:34:13.197296 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 235061, win 17520, length 0
14:34:13.197686 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 237981, win 14600, length 0
14:34:13.197770 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 240901, win 11680, length 0
14:34:13.197957 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 243821, win 8760, length 0
14:34:13.198025 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 246741, win 5840, length 0
14:34:13.198166 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 249661, win 2920, length 0
14:34:13.198286 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 252581, win 0, length 0
14:34:13.198484 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [.], seq 252581:252582, ack 621, win 64240, length 1
14:34:13.208687 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 252581, win 3760, length 0
14:34:13.208996 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 252581:256341, ack 621, win 64240, length 3760
14:34:13.210718 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 256341, win 0, length 0
14:34:13.211019 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [.], seq 256341:256342, ack 621, win 64240, length 1
14:34:13.211803 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 256341, win 0, length 0
14:34:13.211895 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 256341, win 60480, length 0
14:34:13.212874 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 256341:281781, ack 621, win 64240, length 25440
14:34:13.213581 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 259261, win 57560, length 0
14:34:13.214272 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 281781:292001, ack 621, win 64240, length 10220
14:34:13.214449 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 262181, win 54640, length 0
14:34:13.214503 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 265101, win 51720, length 0
14:34:13.214815 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 268021, win 48800, length 0
14:34:13.215199 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 270941, win 45880, length 0
14:34:13.215566 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 273861, win 42960, length 0
14:34:13.215673 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 276781, win 40040, length 0
14:34:13.215857 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 279701, win 37120, length 0
14:34:13.216154 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 281781, win 35040, length 0
14:34:13.216400 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 284701, win 32120, length 0
14:34:13.216927 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 292001:299301, ack 621, win 64240, length 7300
14:34:13.217511 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 287621, win 29200, length 0
14:34:13.217855 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 290541, win 26280, length 0
14:34:13.219102 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 299301:310981, ack 621, win 64240, length 11680
14:34:13.223277 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 310981:316821, ack 621, win 64240, length 5840
14:34:13.224524 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 293461, win 23360, length 0
14:34:13.224878 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 296381, win 20440, length 0
14:34:13.224987 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 299301, win 17520, length 0
14:34:13.226217 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 302221, win 14600, length 0
14:34:13.226322 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 305141, win 11680, length 0
14:34:13.226353 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 308061, win 8760, length 0
14:34:13.226383 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 310981, win 5840, length 0
14:34:13.226412 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 313901, win 2920, length 0
14:34:13.226615 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 316821, win 0, length 0
14:34:13.226838 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [.], seq 316821:316822, ack 621, win 64240, length 1
14:34:13.228695 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 316821, win 3760, length 0
14:34:13.229032 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 316821:320581, ack 621, win 64240, length 3760
14:34:13.230113 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 316822, win 64239, length 0
14:34:13.230662 IP 204.79.197.200.http > 192.168.48.128.1088: Flags [P.], seq 320581:346792, ack 621, win 64240, length 26211
14:34:13.230842 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 320581, win 60480, length 0
14:34:13.232913 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 346792, win 34269, length 0
14:34:13.236106 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 346792, win 38029, length 0
14:34:13.236522 IP 192.168.48.128.1088 > 204.79.197.200.http: Flags [.], ack 346792, win 64240, length 0
14:34:13.241096 IP 204.79.197.200.http > 192.168.48.128.1090: Flags [P.], seq 11855:13234, ack 1765, win 64240, length 1379
14:34:13.269379 IP 192.168.48.128.1090 > 204.79.197.200.http: Flags [.], ack 13234, win 62861, length 0
14:34:13.269565 IP 192.168.48.128.1090 > 204.79.197.200.http: Flags [.], ack 13234, win 62861, length 0
14:34:13.451096 IP 192.168.48.128.1090 > 204.79.197.200.http: Flags [P.], seq 1765:2383, ack 13234, win 62861, length 618
14:34:13.451529 IP 204.79.197.200.http > 192.168.48.128.1090: Flags [.], ack 2383, win 64240, length 0
14:34:13.479480 IP 204.79.197.200.http > 192.168.48.128.1090: Flags [P.], seq 13234:17614, ack 2383, win 64240, length 4380
14:34:13.480358 IP 192.168.48.128.1090 > 204.79.197.200.http: Flags [.], ack 16154, win 64240, length 0
14:34:13.482399 IP 204.79.197.200.http > 192.168.48.128.1090: Flags [P.], seq 17614:35134, ack 2383, win 64240, length 17520
14:34:13.484952 IP 204.79.197.200.http > 192.168.48.128.1090: Flags [P.], seq 35134:39514, ack 2383, win 64240, length 4380
14:34:13.486433 IP 204.79.197.200.http > 192.168.48.128.1090: Flags [P.], seq 39514:49734, ack 2383, win 64240, length 10220
