15:45:26.313041 ARP, Request who-has 192.168.48.128 (Broadcast) tell 192.168.48.131, length 46
15:45:26.314163 ARP, Reply 192.168.48.128 is-at 00:0c:29:cb:2e:54 (oui Unknown), length 46
15:45:26.509918 IP 192.168.48.131.41718 > 192.168.48.2.domain: 21689+ PTR? 128.48.168.192.in-addr.arpa. (45)
15:45:26.516143 IP 192.168.48.2.domain > 192.168.48.131.41718: 21689 NXDomain 0/1/0 (113)
15:45:26.530371 IP 192.168.48.131.59445 > 192.168.48.128.1025: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:32.353176 IP 192.168.48.128.5357 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:32.353740 IP 192.168.48.128.27355 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:32.354143 IP 192.168.48.128.3372 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:32.354334 IP 192.168.48.128.3001 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:32.452509 IP 192.168.48.131.59447 > 192.168.48.128.3372: Flags [S], seq 2624281177, win 1024, options [mss 1460], length 0
15:45:32.452961 IP 192.168.48.128.3372 > 192.168.48.131.59447: Flags [R.], seq 0, ack 2624281178, win 0, length 0
15:45:32.454119 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [P.], seq 3576:4196, ack 1396099, win 64240, length 620
15:45:32.455213 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [.], ack 4196, win 64240, length 0
15:45:32.455313 IP 192.168.48.131.59447 > 192.168.48.128.3001: Flags [S], seq 2624281177, win 1024, options [mss 1460], length 0
15:45:32.455703 IP 192.168.48.128.3001 > 192.168.48.131.59447: Flags [R.], seq 0, ack 2624281178, win 0, length 0
15:45:32.466656 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [S], seq 4113694539, win 64240, options [mss 1460,nop,nop,sackOK], length 0
15:45:32.481822 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1396099:1413619, ack 4196, win 64240, length 17520
15:45:32.482046 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1413619:1417999, ack 4196, win 64240, length 4380
15:45:32.482330 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1399019, win 64240, length 0
15:45:32.482549 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1401939, win 64240, length 0
15:45:32.482836 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1404859, win 64240, length 0
15:45:32.482999 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1407779, win 61320, length 0
15:45:32.483152 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1410699, win 58400, length 0
15:45:32.483710 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1413619, win 55480, length 0
15:45:32.484888 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1417999:1435519, ack 4196, win 64240, length 17520
15:45:32.485531 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1435519:1439899, ack 4196, win 64240, length 4380
15:45:32.486014 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1439899:1441359, ack 4196, win 64240, length 1460
15:45:32.487503 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1416539, win 52560, length 0
15:45:32.488640 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [.], seq 1441359:1447199, ack 4196, win 64240, length 5840
15:45:32.488798 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1447199:1461799, ack 4196, win 64240, length 14600
15:45:32.489447 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1419459, win 49640, length 0
15:45:32.489833 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1422379, win 46720, length 0
15:45:32.490131 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1425299, win 43800, length 0
15:45:32.490263 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1428219, win 40880, length 0
15:45:32.490413 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1431139, win 37960, length 0
15:45:32.491267 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1434059, win 35040, length 0
15:45:32.491632 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1461799:1469099, ack 4196, win 64240, length 7300
15:45:32.492700 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1436979, win 32120, length 0
15:45:32.493010 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1439899, win 29200, length 0
15:45:32.493340 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1442819, win 26280, length 0
15:45:32.493457 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1445739, win 23360, length 0
15:45:32.493572 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1448659, win 20440, length 0
15:45:32.493696 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1451579, win 17520, length 0
15:45:32.493883 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1454499, win 14600, length 0
15:45:32.493936 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1457419, win 11680, length 0
15:45:32.494890 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1460339, win 8760, length 0
15:45:32.495681 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1463259, win 5840, length 0
15:45:32.496168 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1466179, win 2920, length 0
15:45:32.496468 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [S.], seq 1045720004, ack 4113694540, win 64240, options [mss 1460], length 0
15:45:32.496904 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1469099, win 0, length 0
15:45:32.497374 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [.], seq 1469099:1469100, ack 4196, win 64240, length 1
15:45:32.497793 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 1, win 64240, length 0
15:45:32.497908 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1469099, win 0, length 0
15:45:32.498416 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1469099, win 3760, length 0
15:45:32.498639 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1469099:1472859, ack 4196, win 64240, length 3760
15:45:32.499056 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1472859, win 0, length 0
15:45:32.499322 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [.], seq 1472859:1472860, ack 4196, win 64240, length 1
15:45:32.499933 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1472859, win 0, length 0
15:45:32.500548 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1472859, win 60480, length 0
15:45:32.501067 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1472859:1508519, ack 4196, win 64240, length 35660
15:45:32.501986 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1475779, win 57560, length 0
15:45:32.502099 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1478699, win 54640, length 0
15:45:32.502144 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1481619, win 51720, length 0
15:45:32.502726 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1484539, win 48800, length 0
15:45:32.502810 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1487459, win 45880, length 0
15:45:32.502839 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1490379, win 42960, length 0
15:45:32.502867 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1493299, win 40040, length 0
15:45:32.502893 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1496219, win 37120, length 0
15:45:32.503196 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1499139, win 34200, length 0
15:45:32.503250 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1502059, win 31280, length 0
15:45:32.503783 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1504979, win 28360, length 0
15:45:32.504162 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1507899, win 25440, length 0
15:45:32.505609 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1508519, win 28580, length 0
15:45:32.506523 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1508519, win 64240, length 0
15:45:32.507993 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [P.], seq 1:607, ack 1, win 64240, length 606
15:45:32.508376 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [.], ack 607, win 64240, length 0
15:45:32.511850 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1508519:1524579, ack 4196, win 64240, length 16060
15:45:32.512157 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1524579:1526039, ack 4196, win 64240, length 1460
15:45:32.512592 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1511439, win 64240, length 0
15:45:32.512769 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1514359, win 64240, length 0
15:45:32.512907 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1517279, win 64240, length 0
15:45:32.513042 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1520199, win 61320, length 0
15:45:32.516705 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1526039:1534799, ack 4196, win 64240, length 8760
15:45:32.519374 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1534799:1552319, ack 4196, win 64240, length 17520
15:45:32.519698 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1552319:1553779, ack 4196, win 64240, length 1460
15:45:32.521594 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1523119, win 58400, length 0
15:45:32.522477 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1553779:1571299, ack 4196, win 64240, length 17520
15:45:32.523042 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1526039, win 55480, length 0
15:45:32.523184 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1571299:1575679, ack 4196, win 64240, length 4380
15:45:32.525352 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1575679:1581519, ack 4196, win 64240, length 5840
15:45:32.526465 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1528959, win 52560, length 0
15:45:32.526959 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1531879, win 49640, length 0
15:45:32.527060 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1534799, win 46720, length 0
15:45:32.527241 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1537719, win 43800, length 0
15:45:32.527364 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1540639, win 40880, length 0
15:45:32.527482 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1543559, win 37960, length 0
15:45:32.527598 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1546479, win 35040, length 0
15:45:32.527722 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1549399, win 32120, length 0
15:45:32.528543 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1552319, win 29200, length 0
15:45:32.528643 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1555239, win 26280, length 0
15:45:32.529014 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1558159, win 23360, length 0
15:45:32.529061 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1561079, win 20440, length 0
15:45:32.529092 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1563999, win 17520, length 0
15:45:32.529123 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1566919, win 14600, length 0
15:45:32.529152 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1569839, win 11680, length 0
15:45:32.529340 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1572759, win 8760, length 0
15:45:32.529393 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1575679, win 5840, length 0
15:45:32.529426 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1578599, win 2920, length 0
15:45:32.529456 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1581519, win 0, length 0
15:45:32.530123 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [.], seq 1581519:1581520, ack 4196, win 64240, length 1
15:45:32.530337 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1581519, win 3760, length 0
15:45:32.530509 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1581519, win 64240, length 0
15:45:32.530657 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1581519:1585279, ack 4196, win 64240, length 3760
15:45:32.531217 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1585279:1622399, ack 4196, win 64240, length 37120
15:45:32.533866 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 1:4300, ack 607, win 64240, length 4299
15:45:32.534711 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1622399, win 23360, length 0
15:45:32.535523 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 4300, win 64240, length 0
15:45:32.536040 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1622399:1623859, ack 4196, win 64240, length 1460
15:45:32.537068 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1623859, win 25660, length 0
15:45:32.537430 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1623859, win 64240, length 0
15:45:32.538927 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1623859:1638459, ack 4196, win 64240, length 14600
15:45:32.549754 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1638459:1641379, ack 4196, win 64240, length 2920
15:45:32.552535 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1641379:1658899, ack 4196, win 64240, length 17520
15:45:32.553339 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [.], seq 1658899:1660359, ack 4196, win 64240, length 1460
15:45:32.553996 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1660359:1663279, ack 4196, win 64240, length 2920
15:45:32.554116 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1663279:1667659, ack 4196, win 64240, length 4380
15:45:32.554916 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1667659:1673499, ack 4196, win 64240, length 5840
15:45:32.556530 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1626779, win 64240, length 0
15:45:32.556672 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1629699, win 64240, length 0
15:45:32.556719 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1632619, win 64240, length 0
15:45:32.556985 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1635539, win 61320, length 0
15:45:32.557914 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1673499:1689559, ack 4196, win 64240, length 16060
15:45:32.558065 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1638459, win 58400, length 0
15:45:32.558116 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1641379, win 55480, length 0
15:45:32.558145 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1644299, win 52560, length 0
15:45:32.558576 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1647219, win 49640, length 0
15:45:32.558793 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1650139, win 46720, length 0
15:45:32.558924 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1653059, win 43800, length 0
15:45:32.559066 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1655979, win 40880, length 0
15:45:32.559282 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1658899, win 37960, length 0
15:45:32.559588 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1661819, win 35040, length 0
15:45:32.559746 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1664739, win 32120, length 0
15:45:32.560293 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1689559:1696859, ack 4196, win 64240, length 7300
15:45:32.560528 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1667659, win 29200, length 0
15:45:32.560685 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1670579, win 26280, length 0
15:45:32.564131 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1673499, win 23360, length 0
15:45:32.564233 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1676419, win 20440, length 0
15:45:32.564267 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1679339, win 17520, length 0
15:45:32.564297 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1682259, win 14600, length 0
15:45:32.564327 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1685179, win 11680, length 0
15:45:32.564357 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1688099, win 8760, length 0
15:45:32.564386 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1691019, win 5840, length 0
15:45:32.564416 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1693939, win 2920, length 0
15:45:32.564445 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1696859, win 0, length 0
15:45:32.564668 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [.], seq 1696859:1696860, ack 4196, win 64240, length 1
15:45:32.565052 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1696859, win 3760, length 0
15:45:32.565488 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1696859:1700619, ack 4196, win 64240, length 3760
15:45:32.566033 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1700619, win 0, length 0
15:45:32.566572 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [.], seq 1700619:1700620, ack 4196, win 64240, length 1
15:45:32.567114 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1700619, win 0, length 0
15:45:32.623192 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1700619, win 60480, length 0
15:45:32.623870 IP 204.79.197.200.http > 192.168.48.128.1118: Flags [P.], seq 1700619:1742890, ack 4196, win 64240, length 42271
15:45:32.627437 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1742890, win 18209, length 0
15:45:32.628273 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1742890, win 21969, length 0
15:45:32.628868 IP 192.168.48.128.1118 > 204.79.197.200.http: Flags [.], ack 1742890, win 64240, length 0
15:45:32.850333 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [P.], seq 607:1225, ack 4300, win 64240, length 618
15:45:32.850737 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [.], ack 1225, win 64240, length 0
15:45:32.878723 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 4300:21820, ack 1225, win 64240, length 17520
15:45:32.878944 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 21820:27660, ack 1225, win 64240, length 5840
15:45:32.879410 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 27660:30580, ack 1225, win 64240, length 2920
15:45:32.880276 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 7220, win 64240, length 0
15:45:32.880702 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 10140, win 64240, length 0
15:45:32.880810 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 13060, win 64240, length 0
15:45:32.881039 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 15980, win 61320, length 0
15:45:32.881115 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 18900, win 58400, length 0
15:45:32.881301 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 21820, win 55480, length 0
15:45:32.881620 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 24740, win 52560, length 0
15:45:32.881724 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 27660, win 49640, length 0
15:45:32.881884 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 30580, win 46720, length 0
15:45:32.904139 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 30580:36420, ack 1225, win 64240, length 5840
15:45:32.907321 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 36420:53940, ack 1225, win 64240, length 17520
15:45:32.907537 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 53940:58320, ack 1225, win 64240, length 4380
15:45:32.910328 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 58320:71460, ack 1225, win 64240, length 13140
15:45:32.915440 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 33500, win 43800, length 0
15:45:32.915816 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 36420, win 40880, length 0
15:45:32.915963 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 39340, win 37960, length 0
15:45:32.916226 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 42260, win 35040, length 0
15:45:32.916615 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 45180, win 32120, length 0
15:45:32.916797 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 48100, win 29200, length 0
15:45:32.916953 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 51020, win 26280, length 0
15:45:32.917233 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 53940, win 23360, length 0
15:45:32.917512 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 56860, win 20440, length 0
15:45:32.917662 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 59780, win 17520, length 0
15:45:32.917809 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 62700, win 14600, length 0
15:45:32.918093 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 65620, win 11680, length 0
15:45:32.918266 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 68540, win 8760, length 0
15:45:32.918418 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 71460, win 5840, length 0
15:45:32.929961 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 71460:77300, ack 1225, win 64240, length 5840
15:45:32.930555 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 74380, win 2920, length 0
15:45:32.930877 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 77300, win 0, length 0
15:45:32.931075 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [.], seq 77300:77301, ack 1225, win 64240, length 1
15:45:32.931377 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 77300, win 0, length 0
15:45:32.937013 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 77300, win 3760, length 0
15:45:32.937333 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 77300:81060, ack 1225, win 64240, length 3760
15:45:32.937788 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 81060, win 0, length 0
15:45:32.937967 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [.], seq 81060:81061, ack 1225, win 64240, length 1
15:45:32.938635 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 81060, win 0, length 0
15:45:32.938771 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 81060, win 60480, length 0
15:45:32.939178 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [.], seq 81060:97120, ack 1225, win 64240, length 16060
15:45:32.939660 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 97120:122560, ack 1225, win 64240, length 25440
15:45:32.939875 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 122560:126940, ack 1225, win 64240, length 4380
15:45:32.940052 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 83980, win 57560, length 0
15:45:32.940649 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 86900, win 54640, length 0
15:45:32.940717 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 89820, win 51720, length 0
15:45:32.940748 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 92740, win 48800, length 0
15:45:32.940777 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 95660, win 45880, length 0
15:45:32.941404 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 126940:134240, ack 1225, win 64240, length 7300
15:45:32.941524 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 98580, win 42960, length 0
15:45:32.941625 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 101500, win 40040, length 0
15:45:32.941661 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 104420, win 37120, length 0
15:45:32.941690 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 107340, win 34200, length 0
15:45:32.941717 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 110260, win 31280, length 0
15:45:32.942004 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 113180, win 28360, length 0
15:45:32.942307 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 116100, win 25440, length 0
15:45:32.942464 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 119020, win 22520, length 0
15:45:32.942618 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 121940, win 19600, length 0
15:45:32.942809 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 124020, win 17520, length 0
15:45:32.943072 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 126940, win 14600, length 0
15:45:32.943227 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 129860, win 11680, length 0
15:45:32.943368 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 132780, win 8760, length 0
15:45:32.943894 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 134240, win 11060, length 0
15:45:32.944538 IP 192.168.48.128.1120 > 204.79.197.200.http: Flags [.], ack 134240, win 64240, length 0
15:45:32.955227 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 134240:141540, ack 1225, win 64240, length 7300
15:45:32.956244 IP 204.79.197.200.http > 192.168.48.128.1120: Flags [P.], seq 141540:148840, ack 1225, win 64240, length 7300
