14:42:00.070514 ARP, Request who-has 192.168.48.128 (Broadcast) tell 192.168.48.131, length 46
14:42:00.074408 ARP, Reply 192.168.48.128 is-at 00:0c:29:cb:2e:54 (oui Unknown), length 46
14:42:00.272869 IP 192.168.48.131.51378 > 192.168.48.2.domain: 60185+ PTR? 128.48.168.192.in-addr.arpa. (45)
14:42:00.277665 IP 192.168.48.2.domain > 192.168.48.131.51378: 60185 NXDomain 0/1/0 (113)
14:42:00.366479 ARP, Request who-has 192.168.48.128 tell 192.168.48.131, length 46
14:42:00.366738 ARP, Reply 192.168.48.128 is-at 00:0c:29:cb:2e:54 (oui Unknown), length 46
14:42:00.367094 IP 192.168.48.131.59705 > 192.168.48.128.1723: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:05.918453 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 287001, win 28360, length 0
14:42:05.918556 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 289921, win 25440, length 0
14:42:05.918652 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 292841, win 22520, length 0
14:42:05.918805 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 295761, win 19600, length 0
14:42:05.919034 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 298681, win 16680, length 0
14:42:05.919154 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 301601, win 13760, length 0
14:42:05.919288 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 304521, win 10840, length 0
14:42:05.919475 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 307441, win 7920, length 0
14:42:05.919599 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 310361, win 5000, length 0
14:42:05.919712 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 313281, win 2080, length 0
14:42:05.919823 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 315361, win 0, length 0
14:42:05.919981 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [.], seq 315361:315362, ack 621, win 64240, length 1
14:42:05.920779 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 315361, win 3760, length 0
14:42:05.921066 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 315361:319121, ack 621, win 64240, length 3760
14:42:05.921503 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 316821, win 2300, length 0
14:42:05.922991 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 319121, win 0, length 0
14:42:05.923242 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [.], seq 319121:319122, ack 621, win 64240, length 1
14:42:05.923568 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 319121, win 0, length 0
14:42:05.924029 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 319121, win 60480, length 0
14:42:05.924500 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 319121:346792, ack 621, win 64240, length 27671
14:42:05.928483 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 346792, win 32809, length 0
14:42:05.929466 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 346792, win 64240, length 0
14:42:05.958738 IP 192.168.48.131.59706 > 192.168.48.128.6059: Flags [S], seq 330679374, win 1024, options [mss 1460], length 0
14:42:05.958855 IP 192.168.48.131.59706 > 192.168.48.128.10002: Flags [S], seq 330679374, win 1024, options [mss 1460], length 0
14:42:05.959040 IP 192.168.48.128.6059 > 192.168.48.131.59706: Flags [R.], seq 0, ack 330679375, win 0, length 0
14:42:05.959205 IP 192.168.48.128.10002 > 192.168.48.131.59706: Flags [R.], seq 0, ack 330679375, win 0, length 0
14:42:05.961466 IP 192.168.48.131.59706 > 192.168.48.128.font-service: Flags [S], seq 330679374, win 1024, options [mss 1460], length 0
14:42:05.961853 IP 192.168.48.128.font-service > 192.168.48.131.59706: Flags [R.], seq 0, ack 330679375, win 0, length 0
14:42:06.088273 IP 192.168.48.131.59705 > 192.168.48.128.1999: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:06.088355 IP 192.168.48.131.59705 > 192.168.48.128.9535: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:06.088384 IP 192.168.48.131.59705 > 192.168.48.128.32783: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:06.088631 IP 192.168.48.128.1999 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:06.088935 IP 192.168.48.128.9535 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:06.089125 IP 192.168.48.128.32783 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:06.186491 IP 192.168.48.131.59706 > 192.168.48.128.1999: Flags [S], seq 330679374, win 1024, options [mss 1460], length 0
14:42:06.186551 IP 192.168.48.131.59706 > 192.168.48.128.32783: Flags [S], seq 330679374, win 1024, options [mss 1460], length 0
14:42:06.186579 IP 192.168.48.131.59706 > 192.168.48.128.9535: Flags [S], seq 330679374, win 1024, options [mss 1460], length 0
14:42:06.186618 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [P.], seq 621:1241, ack 346792, win 64240, length 620
14:42:06.187062 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [.], ack 1241, win 64240, length 0
14:42:06.245038 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 346792:364312, ack 1241, win 64240, length 17520
14:42:06.245380 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 364312:368692, ack 1241, win 64240, length 4380
14:42:06.245478 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 368692:373072, ack 1241, win 64240, length 4380
14:42:06.245533 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 373072:386212, ack 1241, win 64240, length 13140
14:42:06.245620 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 386212:390592, ack 1241, win 64240, length 4380
14:42:06.245693 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 390592:409572, ack 1241, win 64240, length 18980
14:42:06.247152 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 409572:411031, ack 1241, win 64240, length 1459
14:42:06.247509 IP 192.168.48.128.1999 > 192.168.48.131.59706: Flags [R.], seq 0, ack 330679375, win 0, length 0
14:42:06.247600 IP 192.168.48.128.32783 > 192.168.48.131.59706: Flags [R.], seq 0, ack 330679375, win 0, length 0
14:42:06.247630 IP 192.168.48.128.9535 > 192.168.48.131.59706: Flags [R.], seq 0, ack 330679375, win 0, length 0
14:42:06.247657 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 349712, win 64240, length 0
14:42:06.248086 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 352632, win 64240, length 0
14:42:06.248623 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 355552, win 64240, length 0
14:42:06.248960 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 358472, win 61320, length 0
14:42:06.249196 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 361392, win 58400, length 0
14:42:06.249993 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 364312, win 55480, length 0
14:42:06.250104 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 367232, win 52560, length 0
14:42:06.250170 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 370152, win 49640, length 0
14:42:06.250961 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 373072, win 46720, length 0
14:42:06.251081 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 375992, win 43800, length 0
14:42:06.251137 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 378912, win 40880, length 0
14:42:06.251184 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 381832, win 37960, length 0
14:42:06.251288 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 384752, win 35040, length 0
14:42:06.251356 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 387672, win 32120, length 0
14:42:06.251412 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 390592, win 29200, length 0
14:42:06.251462 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 393512, win 26280, length 0
14:42:06.251511 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 396432, win 23360, length 0
14:42:06.251560 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 399352, win 20440, length 0
14:42:06.251608 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 402272, win 17520, length 0
14:42:06.251655 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 405192, win 14600, length 0
14:42:06.251704 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 408112, win 11680, length 0
14:42:06.251802 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 411031, win 8761, length 0
14:42:06.251841 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 411031, win 12521, length 0
14:42:06.252009 IP 192.168.48.131.59705 > 192.168.48.128.2725: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:06.252123 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 411031:413951, ack 1241, win 64240, length 2920
14:42:06.252178 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 413951:416871, ack 1241, win 64240, length 2920
14:42:06.252227 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 416871:419791, ack 1241, win 64240, length 2920
14:42:06.252360 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 419791:419792, ack 1241, win 64240, length 1
14:42:06.252397 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 419792:423552, ack 1241, win 64240, length 3760
14:42:06.252499 IP 192.168.48.128.2725 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:06.298171 IP 192.168.48.131.59707 > 192.168.48.128.1999: Flags [S], seq 330744909, win 1024, options [mss 1460], length 0
14:42:06.298261 IP 192.168.48.131.59707 > 192.168.48.128.9535: Flags [S], seq 330744909, win 1024, options [mss 1460], length 0
14:42:06.298291 IP 192.168.48.131.59707 > 192.168.48.128.32783: Flags [S], seq 330744909, win 1024, options [mss 1460], length 0
14:42:06.299570 IP 192.168.48.128.1999 > 192.168.48.131.59707: Flags [R.], seq 0, ack 330744910, win 0, length 0
14:42:06.299666 IP 192.168.48.128.9535 > 192.168.48.131.59707: Flags [R.], seq 0, ack 330744910, win 0, length 0
14:42:06.299696 IP 192.168.48.128.32783 > 192.168.48.131.59707: Flags [R.], seq 0, ack 330744910, win 0, length 0
14:42:06.303265 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 423552, win 51719, length 0
14:42:06.304120 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 423552:475271, ack 1241, win 64240, length 51719
14:42:06.305606 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 426472, win 48799, length 0
14:42:06.305700 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 429392, win 45879, length 0
14:42:06.305734 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 432312, win 42959, length 0
14:42:06.305763 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 435232, win 40039, length 0
14:42:06.305793 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 438152, win 37119, length 0
14:42:06.305956 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 441072, win 34199, length 0
14:42:06.306088 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 443992, win 31279, length 0
14:42:06.306216 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 446912, win 28359, length 0
14:42:06.306309 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 449832, win 25439, length 0
14:42:06.306468 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 452752, win 22519, length 0
14:42:06.306586 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 455672, win 19599, length 0
14:42:06.306699 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 458592, win 16679, length 0
14:42:06.306877 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 461512, win 13759, length 0
14:42:06.307427 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 464432, win 10839, length 0
14:42:06.307497 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 467352, win 7919, length 0
14:42:06.307528 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 470272, win 4999, length 0
14:42:06.307557 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 473192, win 2079, length 0
14:42:06.307591 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 475271, win 0, length 0
14:42:06.307731 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [.], seq 475271:475272, ack 1241, win 64240, length 1
14:42:06.308939 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 475271, win 3760, length 0
14:42:06.309495 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 475271:479031, ack 1241, win 64240, length 3760
14:42:06.310586 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 479031, win 0, length 0
14:42:06.310952 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [.], seq 479031:479032, ack 1241, win 64240, length 1
14:42:06.311229 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 479031, win 60480, length 0
14:42:06.312489 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 479031:539511, ack 1241, win 64240, length 60480
14:42:06.314429 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 479032, win 64239, length 0
14:42:06.314500 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 481951, win 61320, length 0
14:42:06.314531 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 484871, win 58400, length 0
14:42:06.314562 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 487791, win 55480, length 0
14:42:06.314589 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 490711, win 52560, length 0
14:42:06.314619 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 493631, win 49640, length 0
14:42:06.314645 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 496551, win 46720, length 0
14:42:06.314674 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 499471, win 43800, length 0
14:42:06.314704 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 502391, win 40880, length 0
14:42:06.314733 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 505311, win 37960, length 0
14:42:06.314763 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 508231, win 35040, length 0
14:42:06.315437 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 511151, win 32120, length 0
14:42:06.315523 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 514071, win 29200, length 0
14:42:06.315556 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 516991, win 26280, length 0
14:42:06.315588 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 519911, win 23360, length 0
14:42:06.315618 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 522831, win 20440, length 0
14:42:06.315647 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 525751, win 17520, length 0
14:42:06.315896 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 528671, win 14600, length 0
14:42:06.315949 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 531591, win 11680, length 0
14:42:06.317772 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 534511, win 8760, length 0
14:42:06.318103 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 537431, win 5840, length 0
14:42:06.318455 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 539511:543271, ack 1241, win 64240, length 3760
14:42:06.318628 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 539511, win 3760, length 0
14:42:06.318908 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 542431, win 840, length 0
14:42:06.319292 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 543271, win 64240, length 0
14:42:06.320009 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 543271:607510, ack 1241, win 64240, length 64239
14:42:06.321193 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 546191, win 61320, length 0
14:42:06.321292 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 549111, win 58400, length 0
14:42:06.321326 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 552031, win 55480, length 0
14:42:06.321359 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 554951, win 52560, length 0
14:42:06.321389 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 557871, win 49640, length 0
14:42:06.321418 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 560791, win 46720, length 0
14:42:06.321445 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 563711, win 43800, length 0
14:42:06.321471 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 566631, win 40880, length 0
14:42:06.322137 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 569551, win 37960, length 0
14:42:06.322623 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 572471, win 35040, length 0
14:42:06.322723 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 607510:607511, ack 1241, win 64240, length 1
14:42:06.322834 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 575391, win 32120, length 0
14:42:06.322891 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 578311, win 29200, length 0
14:42:06.323034 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 581231, win 26280, length 0
14:42:06.323165 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 584151, win 23360, length 0
14:42:06.323274 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 587071, win 20440, length 0
14:42:06.323414 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 589991, win 17520, length 0
14:42:06.323630 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 592911, win 14600, length 0
14:42:06.323755 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 595831, win 11680, length 0
14:42:06.323871 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 598751, win 8760, length 0
14:42:06.324524 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 601671, win 5840, length 0
14:42:06.325128 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 604591, win 2920, length 0
14:42:06.325610 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 607510, win 1, length 0
14:42:06.326385 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 607511, win 3760, length 0
14:42:06.326791 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 607511:611271, ack 1241, win 64240, length 3760
14:42:06.327120 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 610431, win 840, length 0
14:42:06.327461 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 611271, win 60480, length 0
14:42:06.328220 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 611271:671751, ack 1241, win 64240, length 60480
14:42:06.329367 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 614191, win 57560, length 0
14:42:06.329439 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 617111, win 54640, length 0
14:42:06.329472 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 620031, win 51720, length 0
14:42:06.329501 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 622951, win 48800, length 0
14:42:06.329535 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 625871, win 45880, length 0
14:42:06.329658 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 628791, win 42960, length 0
14:42:06.329689 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 631711, win 40040, length 0
14:42:06.329894 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 634631, win 37120, length 0
14:42:06.329946 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 637551, win 34200, length 0
14:42:06.330074 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 640471, win 31280, length 0
14:42:06.330185 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 643391, win 28360, length 0
14:42:06.330298 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 646311, win 25440, length 0
14:42:06.330418 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 649231, win 22520, length 0
14:42:06.330526 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 652151, win 19600, length 0
14:42:06.330635 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 655071, win 16680, length 0
14:42:06.330745 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 657991, win 13760, length 0
14:42:06.330877 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 660911, win 10840, length 0
14:42:06.331036 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 663831, win 7920, length 0
14:42:06.331506 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 666751, win 5000, length 0
14:42:06.331786 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 669671, win 2080, length 0
14:42:06.332772 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 671751, win 0, length 0
14:42:06.335514 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [.], seq 671751:671752, ack 1241, win 64240, length 1
14:42:06.335572 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 671751, win 3760, length 0
14:42:06.335628 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 671751, win 64240, length 0
14:42:06.340572 IP 204.79.197.200.http > 192.168.48.128.rmiregistry: Flags [P.], seq 671751:693583, ack 1241, win 64240, length 21832
14:42:06.341223 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 673211, win 64240, length 0
14:42:06.342171 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 676131, win 64240, length 0
14:42:06.342697 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 679051, win 64240, length 0
14:42:06.342999 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 681971, win 62780, length 0
14:42:06.343140 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 684891, win 59860, length 0
14:42:06.343254 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 687811, win 56940, length 0
14:42:06.343363 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 690731, win 54020, length 0
14:42:06.343498 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 693583, win 51168, length 0
14:42:06.350777 IP 192.168.48.131.59706 > 192.168.48.128.2725: Flags [S], seq 330679374, win 1024, options [mss 1460], length 0
14:42:06.360359 IP 192.168.48.131.59705 > 192.168.48.128.8085: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:06.363262 IP 192.168.48.131.59705 > 192.168.48.128.8651: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:06.368287 IP 192.168.48.131.59705 > 192.168.48.128.isakmp: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:06.368468 IP 192.168.48.131.59705 > 192.168.48.128.8100: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:06.459382 IP 192.168.48.131.59707 > 192.168.48.128.2725: Flags [S], seq 330744909, win 1024, options [mss 1460], length 0
14:42:06.468896 IP 192.168.48.131.59706 > 192.168.48.128.8085: Flags [S], seq 330679374, win 1024, options [mss 1460], length 0
14:42:06.472308 IP 192.168.48.131.59706 > 192.168.48.128.8651: Flags [S], seq 330679374, win 1024, options [mss 1460], length 0
14:42:06.476895 IP 192.168.48.131.59706 > 192.168.48.128.isakmp: Flags [S], seq 330679374, win 1024, options [mss 1460], length 0
14:42:06.479400 IP 192.168.48.131.59706 > 192.168.48.128.8100: Flags [S], seq 330679374, win 1024, options [mss 1460], length 0
14:42:06.486611 IP 192.168.48.128.2725 > 192.168.48.131.59706: Flags [R.], seq 0, ack 330679375, win 0, length 0
14:42:06.486709 IP 192.168.48.128.8085 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:06.486739 IP 192.168.48.128.8651 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:06.486992 IP 192.168.48.128.isakmp > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:06.487519 IP 192.168.48.128.8100 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:06.487916 IP 192.168.48.128.2725 > 192.168.48.131.59707: Flags [R.], seq 0, ack 330744910, win 0, length 0
14:42:06.487993 IP 192.168.48.128.8085 > 192.168.48.131.59706: Flags [R.], seq 0, ack 330679375, win 0, length 0
14:42:06.488399 IP 192.168.48.128.8651 > 192.168.48.131.59706: Flags [R.], seq 0, ack 330679375, win 0, length 0
14:42:06.488628 IP 192.168.48.128.isakmp > 192.168.48.131.59706: Flags [R.], seq 0, ack 330679375, win 0, length 0
14:42:06.488870 IP 192.168.48.128.8100 > 192.168.48.131.59706: Flags [R.], seq 0, ack 330679375, win 0, length 0
14:42:06.514320 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 693583, win 54928, length 0
14:42:06.514571 IP 192.168.48.128.rmiregistry > 204.79.197.200.http: Flags [.], ack 693583, win 64240, length 0
